,Age,Gender_ذكر,Home Region,Program Main Category Code,Technology Type,Program Skill Level,Program Presentation Method,Program Days,Completed Degree,Level of Education,Education Speaciality,College_تكنولوجيا الاتصالات والمعلومات,Employment Status,Job Type,Y,Degree_Score_Pct
6169,24.0,0,منطقة مكة المكرمة,PCRF,مفقود,مبتدئ,عن بعد,12,نعم,البكالوريوس,نظم المعلومات,1,موظف,دوام جزئي,0,80.0
6170,35.0,1,منطقة الرياض,PCRF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,نظم المعلومات,1,موظف,مفقود,0,60.0
6171,25.0,0,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,80.0
6172,28.0,0,منطقة الرياض,PCRF,ناشئة,مبتدئ,عن بعد,5,لا,البكالوريوس,نظم معلومات,1,غير موظف,مفقود,1,82.4
6173,34.0,0,منطقة الرياض,GRST,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,تقنية معلومات,1,غير موظف,مفقود,0,55.400000000000006
6174,36.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,12,نعم,الماجستير,تقنية المعلومات,1,موظف,دوام كامل,0,86.6
6175,26.0,0,منطقة الرياض,PCRF,مفقود,متوسط,عن بعد,12,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,78.0
6176,34.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,حضوري,5,نعم,الماجستير,تقنية المعلومات,1,موظف,دوام كامل,0,100.0
6177,26.0,1,منطقة الحدود الشمالية,CAUF,مفقود,مبتدئ,عن بعد,5,لا,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,84.2
6178,21.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,لا,ثانوي,علوم حاسب,1,طالب,مفقود,0,79.86
6179,25.0,0,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,فنون بصرية,1,غير موظف,مفقود,0,89.39999999999999
6180,30.0,1,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,12,نعم,الماجستير,علوم حاسب,1,موظف,دوام كامل,0,50.0
6181,28.0,1,منطقة الرياض,GRST,مفقود,متوسط,حضوري,5,لا,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,1,75.2
6182,32.0,1,منطقة الرياض,PCRF,تقليدية,متقدم,حضوري,4,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,82.75
6183,28.0,1,منطقة الرياض,PCRF,تقليدية,متقدم,حضوري,5,نعم,البكالوريوس,هندسة اتصالات,1,موظف,مفقود,0,43.0
6184,23.0,0,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,Biology,1,غير موظف,مفقود,0,89.39999999999999
6185,30.0,0,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,5,نعم,الماجستير,علوم حاسب,1,موظف,دوام كامل,0,88.00000000000001
6186,23.0,0,منطقة مكة المكرمة,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام جزئي,0,94.25
6187,24.0,1,منطقة الرياض,TOSL,تقليدية,متقدم,حضوري,44,نعم,البكالوريوس,تقنية المعلومات,1,خريج,مفقود,0,77.8
6188,23.0,0,منطقة تبوك,PCRF,ناشئة,مبتدئ,حضوري,5,لا,البكالوريوس,علوم حاسب,1,موظف,مفقود,1,90.60000000000001
6189,25.0,0,منطقة المدينة المنورة,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,99.2
6190,23.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,3,لا,الدبلوم,تقنية المعلومات,1,طالب,مفقود,1,65.99999999999999
6191,19.0,0,منطقة مكة المكرمة,CAUF,مفقود,مبتدئ,عن بعد,5,نعم,البكالوريوس,تقنية المعلومات,1,طالب,مفقود,0,96.2
6192,23.0,1,المنطقة الشرقية,CAUF,تقليدية,مبتدئ,حضوري,12,لا,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,1,100.0
6193,26.0,0,منطقة عسير,CAUF,مفقود,مبتدئ,عن بعد,5,لا,البكالوريوس,علوم حاسب,1,طالب,تدريب,0,80.0
6194,22.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,تقنية المعلومات,1,موظف - طالب,دوام كامل,0,60.0
6195,34.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,54,نعم,البكالوريوس,الرياضيات التطبيقية,0,غير موظف,تدريب,0,77.0
6196,23.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,87.0
6197,24.0,0,منطقة الرياض,CAUF,تقليدية,متقدم,حضوري,5,نعم,البكالوريوس,نظم المعلومات,1,غير موظف,تدريب,0,64.0
6198,25.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,عن بعد,173,نعم,البكالوريوس,تقنية المعلومات,1,غير موظف,دوام كامل,1,78.2
6199,29.0,0,منطقة الرياض,GRST,مفقود,متوسط,حضوري,5,نعم,البكالوريوس,نظم معلومات,1,موظف,مفقود,0,95.0
6200,28.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,Network Engineer,1,موظف,مفقود,0,78.0
6201,22.0,1,منطقة الرياض,APMR,تقليدية,مبتدئ,حضوري,19,نعم,البكالوريوس,الذكاء الإصطناعي,1,خريج,مفقود,0,82.6
6202,23.0,0,المنطقة الشرقية,CAUF,مفقود,مفقود,عن بعد,54,نعم,البكالوريوس,هندسة حاسب,1,خريج,مفقود,0,97.0
6203,19.0,1,المنطقة الشرقية,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,ثانوي,علوم حاسب,1,عمل حر,مفقود,0,89.0
6204,24.0,1,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,12,نعم,البكالوريوس,هندسة حاسب,1,طالب,مفقود,0,80.0
6205,27.0,0,منطقة الرياض,PCRF,مفقود,متوسط,حضوري,12,نعم,البكالوريوس,نظم المعلومات,1,طالب,مفقود,0,55.00000000000001
6206,25.0,1,منطقة الرياض,PCRF,مفقود,مفقود,عن بعد,5,نعم,ثانوي,علوم حاسب,1,غير موظف,مفقود,0,94.96
6207,31.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,تقنية المعلومات,1,موظف,تدريب,0,70.0
6208,35.0,1,منطقة الرياض,GRST,تقليدية,متوسط,حضوري,5,نعم,الدبلوم,حاسب الي وسكرتارية,1,موظف,مفقود,0,70.0
6209,31.0,0,منطقة الرياض,TOSL,مفقود,متوسط,حضوري,40,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,1,89.0
6210,25.0,0,منطقة الرياض,APMR,داعمة,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,84.39999999999999
6211,29.0,0,منطقة الرياض,GRST,تقليدية,متوسط,حضوري,5,لا,البكالوريوس,دراسات المعلومات,1,موظف,مفقود,0,52.800000000000004
6212,19.0,1,منطقة الرياض,CAUF,مفقود,مبتدئ,عن بعد,5,نعم,البكالوريوس,هندسة البرمجيات,1,طالب,مفقود,0,95.8
6213,28.0,1,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,67.5
6214,23.0,0,منطقة الرياض,APMR,مفقود,مفقود,حضوري,292,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,98.00000000000001
6215,29.0,0,منطقة الرياض,APMR,مفقود,مفقود,حضوري,26,لا,الماجستير,علوم تطبيقية,0,موظف,دوام كامل,0,100.0
6216,24.0,1,منطقة الرياض,PCRF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,1,90.8
6217,29.0,1,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,1,60.0
6218,34.0,1,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,50.0
6219,21.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,4,نعم,البكالوريوس,Product Design,1,طالب,مفقود,0,86.0
6220,23.0,1,منطقة الباحة,APMR,ناشئة,متوسط,عن بعد,12,نعم,البكالوريوس,نظم المعلومات الادارية,1,خريج,مفقود,0,91.5
6221,27.0,0,منطقة الرياض,GRST,تقليدية,متوسط,حضوري,5,لا,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,1,71.0
6222,27.0,1,منطقة الرياض,ABIR,تقليدية,مبتدئ,عن بعد,5,لا,البكالوريوس,التاريخ,0,غير موظف,تدريب,0,60.0
6223,31.0,1,منطقة الرياض,GRST,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,الكلية التقنية,1,موظف,مفقود,0,85.39999999999999
6224,30.0,1,منطقة الرياض,APMR,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,الهندسة الميكانيكية,0,موظف,دوام كامل,0,97.75
6225,24.0,0,منطقة المدينة المنورة,CAUF,مفقود,مفقود,عن بعد,26,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,95.8
6226,23.0,0,منطقة الرياض,CAUF,مفقود,مفقود,عن بعد,12,نعم,الدبلوم,تصميم مواقع,1,خريج,مفقود,0,59.25
6227,24.0,0,منطقة مكة المكرمة,APMR,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,فيزياء عامة,1,خريج,مفقود,0,98.2
6228,23.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,4,نعم,البكالوريوس,تصميم منتجات,1,طالب,مفقود,0,91.19999999999999
6229,34.0,1,منطقة عسير,PCRF,ناشئة,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,دوام كامل,0,60.0
6230,32.0,0,منطقة الرياض,CAUF,مفقود,متقدم,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,موظف,دوام كامل,0,70.8
6231,25.0,0,منطقة الرياض,GRST,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,علم نفس,1,طالب,مفقود,0,93.6
6232,23.0,1,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,61,لا,البكالوريوس,نظم المعلومات,1,موظف,تدريب,0,90.19999999999999
6233,38.0,0,منطقة الرياض,APMR,مفقود,مفقود,حضوري,5,نعم,البكالوريوس,إدارة الأعمال,0,موظف,مفقود,0,40.0
6234,23.0,1,منطقة الرياض,APMR,مفقود,متوسط,حضوري,59,نعم,البكالوريوس,علوم حاسب,1,غير موظف,تدريب,0,90.75
6235,31.0,0,منطقة الرياض,GRST,تقليدية,متوسط,حضوري,5,نعم,الماجستير,علوم حاسب,1,موظف,دوام كامل,0,99.8
6236,26.0,1,منطقة الرياض,TOSL,داعمة,متقدم,حضوري,33,نعم,البكالوريوس,شبكات الحاسب الآلي,1,موظف,دوام كامل,0,80.0
6237,27.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,5,لا,الدبلوم,غير متخصص,1,موظف,دوام كامل,0,100.0
6238,21.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,نعم,ثانوي,علوم حاسب,1,موظف,مفقود,0,0.0
6239,28.0,0,منطقة الرياض,APMR,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,هندسة كهربائية,1,موظف,مفقود,0,90.19999999999999
6240,21.0,0,منطقة عسير,INFA,تقليدية,مبتدئ,عن بعد,5,لا,البكالوريوس,علوم حاسب,1,طالب,مفقود,1,94.39999999999999
6241,42.0,1,منطقة الرياض,ABIR,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,شبكات الحاسب الآلي,1,موظف,دوام كامل,0,60.0
6243,24.0,1,منطقة الرياض,PCRF,تقليدية,مبتدئ,عن بعد,19,نعم,البكالوريوس,تقنية المعلومات,1,غير موظف,تدريب,0,87.4
6244,24.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,93.25
6245,22.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,26,نعم,البكالوريوس,فنون بصرية,1,طالب,مفقود,0,85.0
6246,26.0,1,المنطقة الشرقية,PCRF,تقليدية,متوسط,حضوري,173,نعم,البكالوريوس,علوم حاسب,1,غير موظف,تدريب,0,73.0
6248,26.0,1,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,74.0
6249,24.0,1,منطقة القصيم,APMR,مفقود,متوسط,حضوري,54,نعم,البكالوريوس,علوم حاسب,1,خريج,مفقود,0,75.8
6250,40.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,هندسة كهربائية,1,موظف,مفقود,0,90.0
6251,23.0,1,المنطقة الشرقية,APMR,مفقود,مفقود,عن بعد,40,لا,البكالوريوس,الذكاء الاصطناعي,1,خريج,مفقود,0,72.6
6252,22.0,0,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,طالب,مفقود,0,70.0
6253,40.0,1,منطقة الرياض,TOSL,تقليدية,متقدم,حضوري,44,نعم,ثانوي,علوم حاسب,1,موظف,مفقود,1,89.0
6254,27.0,0,منطقة الرياض,CAUF,تقليدية,متوسط,عن بعد,12,نعم,البكالوريوس,تقنية المعلومات,1,موظف,مفقود,0,74.6
6255,24.0,0,منطقة الرياض,CAUF,داعمة,مبتدئ,حضوري,12,لا,البكالوريوس,إدارة المعلومات,1,غير موظف,مفقود,0,78.0
6256,22.0,0,منطقة مكة المكرمة,APMR,تقليدية,متوسط,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,75.6
6257,22.0,1,منطقة الرياض,CAUF,مفقود,مبتدئ,حضوري,5,نعم,البكالوريوس,هندسة كهربائية,1,طالب,مفقود,0,88.00000000000001
6258,24.0,1,منطقة الرياض,CAUF,تقليدية,متوسط,حضوري,5,لا,البكالوريوس,إعلان واتصال تسويقي,1,موظف,مفقود,1,86.0
6259,20.0,0,منطقة الرياض,ABIR,ناشئة,مبتدئ,حضوري,12,لا,البكالوريوس,نظم المعلومات الإدارية,0,طالب,دوام جزئي,0,90.0
6260,23.0,1,منطقة الرياض,APMR,ناشئة,متوسط,حضوري,26,نعم,الدبلوم,نظم المعلومات,1,طالب,دوام كامل,0,100.0
6261,28.0,0,منطقة الرياض,PCRF,تقليدية,متوسط,حضوري,12,نعم,البكالوريوس,نظم المعلومات,1,موظف,دوام كامل,1,98.00000000000001
6262,23.0,0,منطقة الرياض,PCRF,مفقود,متقدم,حضوري,19,نعم,البكالوريوس,تقنية معلومات,1,خريج,مفقود,0,94.19999999999999
6263,27.0,0,منطقة الرياض,APMR,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,تقنية المعلومات,1,غير موظف,تدريب,1,64.4
6264,23.0,1,منطقة الرياض,TOSL,مفقود,مفقود,حضوري,248,لا,البكالوريوس,علوم حاسب,1,غير موظف,مفقود,0,82.2
6265,26.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,87.5
6266,31.0,0,منطقة الرياض,PCRF,تقليدية,متقدم,حضوري,5,نعم,الماجستير,علوم حاسب,1,موظف,دوام كامل,0,93.0
6267,31.0,1,منطقة الرياض,CAUF,تقليدية,مبتدئ,عن بعد,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,1,70.25
6268,19.0,0,منطقة الرياض,CAUF,مفقود,مفقود,حضوري,12,نعم,البكالوريوس,علوم حاسب,1,طالب,مفقود,0,98.00000000000001
6269,22.0,1,منطقة الرياض,TOSL,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,نظم المعلومات,1,موظف,دوام كامل,0,80.0
6271,25.0,0,منطقة الرياض,CAUF,تقليدية,مبتدئ,حضوري,5,نعم,البكالوريوس,علوم حاسب,1,موظف,مفقود,0,80.0
